audio_id,source_csv,local_audio_path,input_file_path,model,common_name,scientific_name,confidence,start_time,end_time
4_2MM06988_20250411_040500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_040500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_040500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_040500.wav,birdnet,Yellowish-bellied Bush Warbler,Horornis acanthizoides,0.9979578256607056,15.0,18.0
4_2MM06988_20250411_070000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_070000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_070000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_070000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9990987777709961,21.0,24.0
4_2MM06988_20250411_070000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_070000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_070000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_070000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9980419874191284,24.0,27.0
4_2MM06988_20250411_071000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_071000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_071000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_071000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999390840530396,12.0,15.0
4_2MM06988_20250411_071000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_071000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_071000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_071000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999548196792603,24.0,27.0
4_2MM06988_20250411_071000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_071000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_071000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_071000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9994988441467285,51.0,54.0
4_2MM06988_20250411_072000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_072000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_072000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_072000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9979870319366455,33.0,36.0
4_2MM06988_20250411_072000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_072000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_072000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_072000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9991961121559143,39.0,42.0
4_2MM06988_20250411_161000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250411_161000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250411_161000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250411_161000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9991421699523926,3.0,6.0
4_2MM06988_20250412_033000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250412_033000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250412_033000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250412_033000.wav,birdnet,Yellowish-bellied Bush Warbler,Horornis acanthizoides,0.999438464641571,42.0,45.0
4_2MM06988_20250412_033000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250412_033000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250412_033000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250412_033000.wav,birdnet,Yellowish-bellied Bush Warbler,Horornis acanthizoides,0.9982749223709106,48.0,51.0
4_2MM06988_20250412_033000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250412_033000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250412_033000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250412_033000.wav,birdnet,Yellowish-bellied Bush Warbler,Horornis acanthizoides,0.9995008707046509,54.0,57.0
4_2MM06988_20250412_091000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250412_091000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250412_091000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250412_091000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996693134307861,24.0,27.0
4_2MM06988_20250413_100500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250413_100500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250413_100500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250413_100500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9986224174499512,12.0,15.0
4_2MM06988_20250413_101000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250413_101000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250413_101000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250413_101000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9992703795433044,12.0,15.0
4_2MM06988_20250413_105500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250413_105500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250413_105500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250413_105500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9995730519294739,9.0,12.0
4_2MM06988_20250413_161500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250413_161500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250413_161500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250413_161500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.998428225517273,3.0,6.0
4_2MM06988_20250414_120000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_120000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_120000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_120000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9986432194709778,0.0,3.0
4_2MM06988_20250414_122000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_122000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_122000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_122000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9992026686668396,24.0,27.0
4_2MM06988_20250414_125000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_125000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_125000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_125000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9983986020088196,54.0,57.0
4_2MM06988_20250414_171500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_171500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_171500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_171500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9994125366210938,6.0,9.0
4_2MM06988_20250414_171500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_171500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_171500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_171500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996997117996216,21.0,24.0
4_2MM06988_20250414_171500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_171500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_171500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_171500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999305009841919,36.0,39.0
4_2MM06988_20250414_171500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250414_171500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250414_171500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250414_171500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9985144734382629,54.0,57.0
4_2MM06988_20250415_070000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_070000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_070000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_070000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9988864064216614,33.0,36.0
4_2MM06988_20250415_072000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_072000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_072000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_072000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9989840388298035,33.0,36.0
4_2MM06988_20250415_155500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_155500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_155500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_155500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9986898303031921,45.0,48.0
4_2MM06988_20250415_161000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_161000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_161000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_161000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9990253448486328,3.0,6.0
4_2MM06988_20250415_161000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_161000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_161000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_161000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9997064471244812,39.0,42.0
4_2MM06988_20250415_161000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_161000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_161000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_161000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.999160647392273,45.0,48.0
4_2MM06988_20250415_162500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_162500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_162500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_162500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999315738677979,18.0,21.0
4_2MM06988_20250415_163000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_163000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_163000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_163000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9979586601257324,0.0,3.0
4_2MM06988_20250415_163000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_163000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_163000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_163000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.999068558216095,21.0,24.0
4_2MM06988_20250415_164000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_164000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_164000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_164000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9998677968978882,9.0,12.0
4_2MM06988_20250415_164000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_164000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_164000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_164000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9992393255233765,45.0,48.0
4_2MM06988_20250415_164500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_164500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_164500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_164500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999630451202393,39.0,42.0
4_2MM06988_20250415_170000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_170000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_170000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_170000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999377727508545,45.0,48.0
4_2MM06988_20250415_170500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250415_170500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250415_170500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250415_170500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9995554089546204,6.0,9.0
4_2MM06988_20250416_171500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250416_171500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250416_171500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250416_171500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996347427368164,42.0,45.0
4_2MM06988_20250416_171500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250416_171500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250416_171500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250416_171500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996672868728638,51.0,54.0
4_2MM06988_20250417_084000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_084000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_084000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_084000.wav,birdnet,Spix's Spinetail,Synallaxis spixi,0.9986269474029541,33.0,36.0
4_2MM06988_20250417_084000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_084000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_084000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_084000.wav,birdnet,Spix's Spinetail,Synallaxis spixi,0.998954176902771,45.0,48.0
4_2MM06988_20250417_104500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_104500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_104500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_104500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9986947178840637,6.0,9.0
4_2MM06988_20250417_131500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_131500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_131500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_131500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.999262273311615,24.0,27.0
4_2MM06988_20250417_132500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_132500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_132500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_132500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.998649537563324,30.0,33.0
4_2MM06988_20250417_132500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_132500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_132500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_132500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9984752535820007,39.0,42.0
4_2MM06988_20250417_141500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_141500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_141500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_141500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9981153011322021,42.0,45.0
4_2MM06988_20250417_142000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_142000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_142000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_142000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9985766410827637,57.0,60.0
4_2MM06988_20250417_144000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_144000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_144000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_144000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.998136043548584,3.0,6.0
4_2MM06988_20250417_144000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_144000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_144000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_144000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9990794658660889,12.0,15.0
4_2MM06988_20250417_150500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_150500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_150500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_150500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9998034834861755,24.0,27.0
4_2MM06988_20250417_162000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_162000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_162000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_162000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9993984699249268,18.0,21.0
4_2MM06988_20250417_163000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_163000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_163000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_163000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9992744326591492,3.0,6.0
4_2MM06988_20250417_164500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_164500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_164500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_164500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9997599720954895,6.0,9.0
4_2MM06988_20250417_164500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_164500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_164500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_164500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9990519881248474,15.0,18.0
4_2MM06988_20250417_165000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_165000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_165000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_165000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9999570846557617,36.0,39.0
4_2MM06988_20250417_170000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_170000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_170000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_170000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9997333884239197,42.0,45.0
4_2MM06988_20250417_171000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_171000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_171000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_171000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.99986732006073,0.0,3.0
4_2MM06988_20250417_171000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_171000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_171000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_171000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9988951086997986,36.0,39.0
4_2MM06988_20250417_171000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250417_171000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250417_171000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250417_171000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9991540908813477,45.0,48.0
4_2MM06988_20250418_071500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_071500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_071500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_071500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9989588260650635,12.0,15.0
4_2MM06988_20250418_071500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_071500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_071500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_071500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996125102043152,30.0,33.0
4_2MM06988_20250418_071500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_071500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_071500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_071500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9994134902954102,39.0,42.0
4_2MM06988_20250418_072000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_072000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_072000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_072000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9993619322776794,51.0,54.0
4_2MM06988_20250418_072500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_072500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_072500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_072500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9992555975914001,30.0,33.0
4_2MM06988_20250418_072500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_072500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_072500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_072500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9998836517333984,39.0,42.0
4_2MM06988_20250418_075500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_075500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_075500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_075500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9979975819587708,18.0,21.0
4_2MM06988_20250418_104500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_104500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_104500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_104500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9980813264846802,15.0,18.0
4_2MM06988_20250418_161000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_161000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_161000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_161000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9989032745361328,33.0,36.0
4_2MM06988_20250418_161500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_161500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_161500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_161500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9998441934585571,0.0,3.0
4_2MM06988_20250418_162000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_162000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_162000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_162000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996650218963623,3.0,6.0
4_2MM06988_20250418_162000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_162000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_162000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_162000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9997429251670837,12.0,15.0
4_2MM06988_20250418_163500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_163500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_163500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_163500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9997991919517517,6.0,9.0
